bref_id_mlb,lon,lat
aaronha01,-88.0398912,30.6953657
aaronto01,-88.0398912,30.6953657
aberal01,-81.6943605,41.49932
abernbi01,-118.3406288,33.8358492
abernte01,-79.1422354,35.7740346
abernte02,-81.0970214,35.3590256
abernwo01,-81.8651028,35.3340108
aberscl01,-87.6297982,41.8781136
abramca01,-75.1652215,39.9525839
abreujo01,-122.2711137,37.8043637
ackerto01,-74.171811,40.9167654
acklefr01,-91.4846208,46.0130065
adairje01,-96.108891,36.1398102
adairji01,-96.8483311,32.3865312
adamsac01,-122.1935931,39.5243265
adamsbo02,-86.80249,33.5206608
adamsbo03,-120.2412999,37.9627027
adamsbu01,-104.5005407,37.1694632
adamsdi01,-120.2412999,37.9627027
adamshe01,-118.3286614,34.0928092
adamsre01,-119.5270734,36.6116174
adcocjo01,-93.3421165,32.0148834
addisbo01,-82.263847,39.324307
aderhmo01,-78.0663788,35.1965531
adkinde01,-100.1879139,39.8369494
adkindi01,-98.9189575,34.0292588
agganha01,-70.9494938,42.466763
aguirha01,-117.9075627,34.1336186
akersbi01,-85.3096801,35.0456297
albanjo01,-74.0059413,40.7127837
albosed01,-83.9508068,43.4194699
albreed01,-90.1994042,38.6270025
albrija01,-82.6267345,27.7518284
alderda01,-97.207091,42.4121191
alenoch01,-90.1994042,38.6270025
alexabo01,-123.1207375,49.2827291
alexada01,-82.8309861,36.1631574
alexahu01,-93.0924093,37.6439289
allenbe01,-80.5772928,40.6186756
allenbo03,-85.8141516,35.9606185
allenbo04,-94.5165913,32.3159894
allenjo02,-81.5389849,35.9140196
alliega01,-80.8872959,35.7826363
allisbo01,-94.4635638,39.0086171
almadme01,-109.6418609,26.8271492
alomalu01,-82.345189,23.0540698
aloufe01,-70.03245,18.423482
alouma01,-70.03245,18.423482
alstoto01,-79.7919754,36.0726354
alstowa01,-82.8855961,41.0413536
altmage01,-77.9927651,35.3848841
altobjo01,-83.0457538,42.331427
alusige01,-75.8965859,41.2103599
alvaros01,-81.4471254,22.7627589
alvarro01,-83.6880257,22.4133651
alvisma01,-93.9965759,30.9201995
amalfjo01,-118.2922461,33.7360619
amaroru01,-99.549573,27.4779362
amblewa01,-75.1253492,40.1198332
amorosa01,-82.345189,23.0540698
amorvi01,-82.345189,23.0540698
anderal01,-83.8240663,34.2978794
anderan01,-122.6329356,47.5673202
anderbo01,-87.4547635,41.6392024
andercr01,-77.0368707,38.9071923
anderfe01,-96.7683629,37.0558643
anderha01,-90.1994042,38.6270025
anderha02,-75.9413327,39.6001132
anderjo02,-93.0899578,44.9537029
anderre01,-96.1839121,42.4786037
andersp01,-97.507566,43.5516489
andreel01,-82.1617883,34.1954001
andreer01,-85.7371847,38.2775702
andrehu01,-96.7319763,36.6950404
andreiv01,-87.0902772,33.728717
andrejo01,-71.0183787,42.0834335
andrena01,-79.1950373,34.6801626
andrest01,-70.9494938,42.466763
andrubi01,-94.1265562,30.080174
angleto01,-76.6121893,39.2903848
ankenpa01,-95.3698028,29.7604267
antoljo01,-75.4910167,40.6620411
antonbi01,-73.9441579,40.6781784
antonjo01,-90.0489801,35.1495343
aparilu01,-71.7147951,10.6544509
applepe01,-73.0109393,41.6781533
applilu01,-80.0053176,35.9556923
aragoja01,-82.345189,23.0540698
archefr01,-82.3534727,36.3134397
archeji02,-80.9495251,36.9703976
archige01,-86.7816016,36.1626638
ardizru01,8.6350077,45.5951746
arftha01,-90.5092882,38.5969977
ariasru01,-75.8154388,20.0350972
armbror01,-93.2040588,33.8887161
armstge01,-74.2326478,40.7706187
arnovmo01,-92.1040796,46.7207737
arntzor01,-90.9909674,39.7933805
arroylu01,-66.7233359,18.0573089
asbelji01,-96.7969879,32.7766642
asbjoca01,-71.3489484,42.4603719
ashburi01,-97.8339503,42.0472285
ashke01,-80.2923107,39.2567572
asprobo01,-73.9441579,40.6781784
asproke01,-73.9441579,40.6781784
astrojo01,-90.1112184,38.8803256
atkinja01,-86.80249,33.5206608
atwelto01,-77.5636015,39.1156615
atwoobi01,-85.1646726,34.257038
aukerel01,-100.1879139,39.8369494
auldsle01,-92.4056985,32.7734728
autrych02,-97.8408364,29.8454994
averiea01,-122.0981848,47.9128756
averiea02,-81.6943605,41.49932
avilabo01,-96.1342241,19.173773
avreaja01,-97.3866837,32.3476438
ayersbi01,-84.7996573,33.3806716
aylwadi01,-76.6121893,39.2903848
azcuejo01,-80.4437781,22.1599753
babelo01,-95.9255655,41.8313769
babicjo01,-123.7680598,39.2232406
baczefr01,-93.0899578,44.9537029
badgrre01,-122.24444,47.44139
baeched01,-96.5675136,35.5078486
bagbyji02,-81.6943605,41.49932
bahred01,-104.9072321,50.1887861
baileed01,-83.6860109,36.0631414
baileji01,-83.6860109,36.0631414
bainlo01,-94.794844,46.3557159
bakeral01,-89.9442567,34.3114982
bakerbi01,-80.9367148,35.2750345
bakerfl01,-78.4594522,38.665397
bakerge02,-90.5776367,41.5236437
bakerne01,-95.0193728,29.6657838
bakerto01,-97.0969956,28.9225897
bakerto02,-122.7604472,48.1170387
balasmi01,-71.3161718,42.6334247
balcebo01,-118.2922461,33.7360619
baldsja01,-84.6330115,40.1028264
baldwda01,-110.926479,32.2217429
baldwfr01,-74.8957231,40.6670454
baldwha01,-76.6121893,39.2903848
balsato01,-73.9441579,40.6781784
bambege01,-74.1502007,40.5795317
bambeha01,-76.4113497,40.3409251
bankhda01,-87.0105552,33.8084373
banksge01,-81.7426012,34.9226291
bantaja01,-97.9297743,38.0608445
barbare01,-82.2542834,34.7370639
barbeda01,-79.7919754,36.0726354
barbest01,-77.0074765,38.9778882
barclcu01,-87.6297982,41.8781136
barkera01,-77.9638869,39.4562099
barklre01,-100.2040019,34.4264529
barmebr01,-87.5286325,38.677269
barnaba01,-80.3445341,39.2806451
barnach01,-105.524269,39.7799142
barneep01,-73.8615246,41.1628731
barnefr01,-96.7969879,32.7766642
barnefr02,-91.0662176,33.1470657
barneho01,-76.4171585,43.3228462
barneju01,-80.3178305,35.7506938
barnere01,-87.693051,31.5896041
barnere02,-95.9979883,41.2523634
barnhle01,-100.441807,39.3575049
barnhvi01,-77.7199932,39.6417629
barnige01,-71.8022955,42.5834228
barondi01,-121.8863286,37.3382082
barracu01,-121.4943996,38.5815719
barrbo02,-71.2092214,42.3370413
barrebi02,-71.1097335,42.3736158
barredi01,-76.9205199,41.2542459
barrefr01,-80.1373174,26.1224386
barrejo01,-71.3161718,42.6334247
barrere01,-119.6981901,34.4208305
barrore01,-83.5248933,34.6125971
bartedi01,-87.6297982,41.8781136
barthbo01,-72.9278835,41.308274
barthle01,-89.4012302,43.0730517
bartito01,-79.9958864,40.4406248
bartlbo01,-87.6297982,41.8781136
bartlir01,-83.8888647,43.5944677
bartoda01,-90.1994042,38.6270025
bartovi01,-113.4909267,53.544389
basgamo01,-99.1656536,38.7080679
bashowa01,-76.8867008,40.2731911
basined01,-78.8783689,42.8864468
bassdi01,-83.0054423,36.407317
bassno01,-89.1306124,31.6940509
batesbu01,-118.2436849,34.0522342
batesch01,-75.1652215,39.9525839
batteea01,-118.2436849,34.0522342
battlji01,-96.1658091,33.4320531
battsma01,-98.4936282,29.4241219
bauerha01,-90.1506465,38.624514
bauerru01,-88.5895515,45.3280231
baumafr01,-90.1994042,38.6270025
baumeji01,-95.992775,36.1539816
baumgjo01,-86.80249,33.5206608
baumhfr01,-81.3731674,40.4378434
bautaed01,-78.219132,21.5149423
baxesji01,-122.4194155,37.7749295
baxesmi01,-122.4194155,37.7749295
beamoch01,-122.2711137,37.8043637
beanbe01,-98.6656013,31.5568276
beardge01,-90.7523336,34.5978775
beardra01,-84.5120196,39.1031182
beardte01,-77.314706,39.5331563
beaucji01,-95.1541339,36.6386937
beazljo01,-86.7816016,36.1626638
beckbo01,-88.9548001,39.8403147
beckcl01,-117.9893301,34.0541034
beckehe02,13.404954,52.5200066
beckejo01,-90.1994042,38.6270025
beckmbi01,-90.3237263,38.6425518
becquju01,-82.345189,23.0540698
bedelho01,-78.4391876,41.0272796
bednaan01,-88.835352,41.1208668
beelejo01,-96.7969879,32.7766642
beerscl01,-96.8622524,37.81724
beggsjo01,-79.879216,40.412569
begleji01,-122.4194155,37.7749295
behrmha01,-73.9441579,40.6781784
bejmaol01,-86.2519898,41.6763545
belarwa01,-122.4703868,38.5052429
belinbo01,-74.0059413,40.7127837
bellaze01,-73.6281964,41.0262417
bellbe01,-96.2571858,29.9502253
bellbi01,-77.9927651,35.3848841
bellfe01,-96.6783449,34.774531
bellga01,-98.4936282,29.4241219
bellgu01,-85.7584557,38.2526647
bellle01,-76.8867008,40.2731911
benesjo01,-73.9485424,40.744679
bengera01,-95.2705042,31.963778
benjast01,-71.4161565,42.279286
bennede01,-122.2711137,37.8043637
bennefr01,-75.7590991,38.4598391
bennefr02,-92.9365581,35.2464719
bensoal01,-97.0892202,43.2830402
bensove01,-80.4467263,35.6123617
bentoal01,-97.394753,35.1392357
bentora01,-83.2740667,37.7900892
berarjo01,-118.2436849,34.0522342
berbelo01,-118.1937395,33.7700504
bergaau01,-83.0457538,42.331427
bergebo01,-76.6121893,39.2903848
bergejo02,-75.1652215,39.9525839
bergewa01,-87.6297982,41.8781136
bergmo01,-74.0059413,40.7127837
berlyja01,-93.0862749,31.7607195
bernica01,-66.5075079,18.0534372
berojo01,-81.5501063,37.3637253
berrayo01,-90.1994042,38.6270025
berrera01,-87.8211854,42.5847425
berrych02,-75.1901761,40.6937099
berryjo03,-93.7413032,36.086187
berryne01,-85.5872286,42.2917069
bertedi01,-87.7845025,41.8850317
bertore01,12.857311,45.917978
bertrle01,-94.8488756,44.2863491
besanfr01,-121.2930079,38.891565
bessedo01,-81.655651,30.3321838
bessehe01,-90.1994042,38.6270025
bettela01,-122.0402399,37.5296593
bevanha01,-90.0715323,29.9510658
bevenbi01,-122.8078718,45.1823423
bevillo01,-89.6017722,41.7964208
biasaha01,13.0261217,45.9964193
bickfve01,-82.4712631,37.2876074
bicknch01,-74.4073736,40.6337136
biggsch01,-86.6199914,38.5489431
bilbrji01,-85.3755267,36.2625616
bildiem01,-87.1661261,39.6114296
bilkost01,-76.004923,41.2053599
billijo02,-74.0059413,40.7127837
binksge01,-87.6297982,41.8781136
birkora01,-84.5120196,39.1031182
birreba01,-78.8783689,42.8864468
biscafr01,-89.7273148,39.072269
bishobi02,-78.3511289,40.825059
bishoch01,-84.3879824,33.7489954
bithohi01,-66.0641969,18.4481441
bivinji01,-90.1848103,32.2987573
blackbu01,-90.1994042,38.6270025
blackdo01,-96.2878044,42.3083253
blackew01,-119.7725868,36.7468422
blackge02,-97.195588,35.6617259
blackji01,-84.9016151,38.7833963
blackjo02,-74.4073736,40.6337136
blackro01,-80.6072858,36.4993007
blaehge01,-117.8531119,33.7877944
blaemra01,-87.3464271,41.5933696
blairbu01,-89.8354283,31.2524566
blairfo01,-97.3144917,34.2291908
blakeed01,-90.1506465,38.624514
blakeli01,-122.2711137,37.8043637
blancal01,-71.0994968,42.3875968
blancjo01,-93.2650108,44.977753
blankho01,-96.1783111,33.5773275
blankte01,-96.1783111,33.5773275
blantcy01,-97.997536,34.1670371
blasido01,-88.5222702,34.9342548
blatnjo01,-80.7400827,40.0697947
blattbu01,-90.1994042,38.6270025
blaylbo01,-85.3096801,35.0456297
blaylga01,-89.9670353,36.4517276
blaylma01,-94.3985475,35.3859242
blemkra01,-86.9549971,38.2989422
blockcy01,-73.9441579,40.6781784
bloodji01,-84.2807329,30.4382559
bloombu01,-97.5164276,35.4675602
bluegos01,-87.6297982,41.8781136
bluegot01,-87.6297982,41.8781136
blyzkmi01,-83.0496438,42.3928151
boakch01,-80.347009,41.0036719
bocekmi01,-87.6297982,41.8781136
bockmed01,-117.8678338,33.7455731
boernla01,-79.0716958,38.149576
bogarjo01,-76.4549457,41.003698
bokeldi01,-87.9806265,42.0883603
bokenbo01,-90.3193839,38.5341744
bokinjo01,-72.6412013,42.3250896
bolaned01,-73.9485424,40.744679
bolenst01,-87.8944435,31.5090521
bolesca01,-93.9476887,34.0265019
bolgeji01,-84.5120196,39.1031182
bolinbo01,-81.4164751,34.9831881
bollifr01,-88.0398912,30.6953657
bollija01,-88.0398912,30.6953657
bollimi01,-89.0438889,30.381667
bollwdo01,-88.1070127,41.8661403
boltoce01,-88.5667036,34.6581596
boltocl01,-80.0053176,35.9556923
bondwa01,-89.003952,35.5328545
bonetju01,8.946256,44.4056499
boneyha01,-77.9952628,34.735724
bongini01,-90.0715323,29.9510658
bonhati01,-120.9327177,38.3526912
bonnebi01,-81.6943605,41.49932
bonurze01,-90.0715323,29.9510658
boonera01,-117.1610838,32.715738
boozejo01,-81.0348144,34.0007104
bordafr01,-120.3601496,36.139678
borkobo01,-84.1916069,39.7589478
borlato01,-96.8622524,37.81724
boromre01,-81.9320482,34.9495672
borosst01,-83.6874562,43.0125274
borowha01,-74.1854209,40.8067546
bosseme01,-78.9219698,40.3267407
bossha01,-92.7331928,32.2756312
bottajo01,-122.2130236,38.0524208
bottoji01,-89.0595266,41.2953126
botzbo01,-87.9064736,43.0389025
bouched01,-110.5599556,45.6614105
boudrlo01,-87.6467131,41.6100344
bouldca01,-83.9646491,38.654795
boutoji01,-74.1723667,40.735657
bowensa01,-77.9447102,34.2257255
bowerbi01,-90.5545418,35.2671968
bowerst01,-76.7013609,39.7378811
bowlech01,-71.1989695,42.1943909
bowlegr01,-104.990251,39.7392358
bowmabo01,-81.450937,37.4148369
bowmabo02,-123.4827942,39.6882116
bowmaer01,-82.3534727,36.3134397
bowmajo01,-94.6274636,39.114053
bowmaro01,-74.190356,42.9377453
bowsfte01,-119.2720107,50.2670137
boydbo01,-89.3053523,34.6462101
boyercl01,-94.4174489,37.2383894
boyercl02,-93.8688109,36.6770111
boyerke01,-94.4191177,39.2461138
boylebu01,-84.5120196,39.1031182
boyleha01,-90.1487199,38.7014389
brackgi01,-87.6297982,41.8781136
bradedo01,-80.8431267,35.2270869
bradfbi01,-92.4398796,35.5275777
bradfvi01,-89.262291,35.5939671
bradlfr01,-95.2610838,37.3403384
bradlge02,-94.2557663,35.2156489
bradlhe01,-97.4317035,39.7077797
bradsge01,-80.4742261,35.6709727
bradybo01,-77.571382,40.5992395
bradyji01,-74.0776417,40.7281575
bragabo01,-86.80249,33.5206608
brameer01,-87.760019,36.5806054
bramhar01,-87.7845025,41.8850317
brancal01,-75.1652215,39.9525839
brancha01,-90.0489801,35.1495343
brancno01,-117.4260466,47.6587802
brancra01,-73.8370786,40.9125992
brandbi01,-84.9013402,39.0570022
branded01,-117.4260466,47.6587802
brandja01,-95.9979883,41.2523634
braunjo01,-89.4012302,43.0730517
braxtga01,-79.4300199,35.8934716
braybu01,-86.80249,33.5206608
brazlal01,-98.1208963,35.9711501
brechha01,-94.7391045,34.0292764
breedma01,-86.9833417,34.6059253
bremehe01,-87.6297982,41.8781136
brenndo01,-69.7794897,44.3106241
brenzbi01,-122.2711137,37.8043637
bressed01,-118.2436849,34.0522342
bretthe01,-77.8469374,36.7576469
breuema01,-91.7715303,37.948544
breweja01,-118.2436849,34.0522342
breweji01,-120.4829677,37.3021632
breweto01,-80.0767266,34.9682097
brewsch01,-93.3965629,31.7387778
briceal01,-74.0059413,40.7127837
brickfr01,-96.392983,38.401882
brickfr02,-97.330053,37.6871761
brickra01,-84.5120196,39.1031182
brideji01,-82.5993294,39.7136754
bridgma01,-90.1848103,32.2987573
bridgro01,-97.2752704,28.3052838
bridgto01,-85.9297092,36.1725568
briggjo01,-121.1813362,38.6549041
brighha01,-94.5785667,39.0997265
brillji01,-80.6853433,37.1056784
brinkle01,-89.5181476,37.3058839
brisslo01,-82.6501332,34.5034394
brittgu01,-77.9447102,34.2257255
brittja01,-89.7239944,39.9608826
broacjo01,-71.1631137,42.7070354
brocklo01,-92.6662674,33.20763
brododi01,-74.1143091,40.6687141
brogler01,-122.272747,37.8715926
brondke01,-97.7473257,40.8841016
bronsji01,-97.3307658,32.7554883
brosksi01,-79.386429,40.5595104
brosnji01,-84.5120196,39.1031182
brovijo01,-122.1966597,37.0135208
browelo01,-81.6943605,41.49932
brownal01,-76.2858726,36.8507689
brownbo02,-71.067605,42.3016305
brownbo03,-122.3320708,47.6062095
brownca01,-99.1703617,35.3489397
browncl01,-77.4705557,41.8187837
browndi01,-80.3000866,39.3956423
brownea01,-85.7584557,38.2526647
brownga01,-82.7365677,40.7875572
brownha01,-79.7919754,36.0726354
brownji03,-76.896616,35.8112719
brownjo03,-92.2895948,34.7464809
brownju01,-71.7459022,41.6912104
brownli01,-99.230611,30.7487884
brownll01,-97.7483312,28.4008319
brownma01,-92.0762891,41.5138978
brownno01,-78.9010216,34.4081955
brownpi01,-73.9204158,41.2900939
brownto02,-73.9441579,40.6781784
brownwa01,-79.2353259,42.0970023
brownwi02,-93.7501789,32.5251516
brubabi01,-81.6943605,41.49932
brucebo01,-83.0457538,42.331427
bruckea01,-73.7562317,42.6525793
bruckea02,-118.2436849,34.0522342
bruckfr01,-94.4593018,44.3144394
brumlmi01,-99.3806406,34.9622797
brunege01,-88.5694182,47.1211331
bruneja01,-92.3425775,42.492786
brunero01,-85.9566304,37.6658962
brutobi01,-88.2689206,32.9506839
bryanbi01,-84.5993601,31.5376731
bryancl01,-79.1230795,37.4309757
buchajo01,-75.4901833,40.6084305
bucheji01,-77.4752667,38.7509488
buddido01,-80.0184063,33.8907158
budnimi01,-123.8312534,46.1878841
bufordo01,-94.3654707,33.0123537
buhlbo01,-83.9508068,43.4194699
bukercy01,-90.5993076,44.7702406
bullage01,-70.9494938,42.466763
bullore01,-88.8853078,30.3960318
bunniji01,-84.4727195,39.072005
burbrne01,-84.5120196,39.1031182
burdabo01,-90.1994042,38.6270025
burdefr01,-83.7888387,31.1799407
burdele01,-81.8440197,38.4148146
burgesm01,-81.7962122,35.2809558
burgeto01,-81.243177,42.9869502
burgobi01,-78.9219698,40.3267407
buricbi01,-88.4262689,47.2718408
burkael01,-75.1652215,39.9525839
burkebo01,-88.0817251,41.525031
burkele01,-70.9494938,42.466763
burkele02,-77.7199932,39.6417629
burkhke01,-83.9207392,35.9606384
burkma01,-94.6554874,31.6035129
burnejo01,-81.8431374,27.8964147
burnewa01,-79.3730788,36.6798596
burnsja02,-71.1097335,42.3736158
burnsjo02,-74.7429384,40.2170534
burnsjo03,-75.3151772,40.0230237
burnspe01,-87.6876969,42.0450722
burpoge01,-82.6309892,37.1734372
burrila01,-90.6645784,40.7322617
burripa01,-81.3444573,35.7344538
burrojo01,-92.6395931,31.9254413
burtoel01,-118.2436849,34.0522342
burtsmo01,-84.5120196,39.1031182
busbyji01,-97.8486123,28.8191468
busbypa01,-88.6461465,31.674883
busched01,-89.8073195,38.6039375
bushefr01,-96.3208362,39.5022185
bushgu01,-88.5436553,33.8251139
buskejo01,-78.7625185,39.6528654
butchma01,-82.0595727,37.8242695
butkaed01,-80.1872797,40.2625702
butlabi01,-87.4139092,39.4667034
butlece01,-84.8413056,33.9244531
butlech01,-81.6781467,29.9919085
butteto01,-83.067965,40.2986724
buxtora01,-103.8532906,49.6632836
buzasjo01,-75.1573972,40.6670439
buzhajo01,-81.5331602,34.2093079
byerlbu01,-90.3573389,38.5925524
byrdha01,-79.8761741,34.2998762
byrdsa01,-85.1455036,33.7212179
byrnemi01,-90.1994042,38.6270025
byrneto01,-76.6121893,39.2903848
cabalpu01,-90.0715323,29.9510658
cafegto01,-81.1659362,37.9617783
caffijo01,-86.2210503,32.0503773
cainbo01,-97.3314134,39.1699957
cainsu01,-83.6324022,32.8406946
caithge01,-87.6297982,41.8781136
caldesa01,-74.9190558,40.0653889
caldwbr01,-71.4306138,41.938988
caldwea01,-106.2397022,31.6726125
caligfr01,-79.408102,41.5686727
callajo01,-71.0388601,42.3702137
callama01,-71.1989695,42.1943909
callijo01,-95.033011,35.7203724
calvepa01,-73.567256,45.5016889
camelha01,-70.6619888,42.6159285
camildo01,-122.4194155,37.7749295
camildo02,-75.1652215,39.9525839
campaal01,27.2877228,36.8915064
camparo01,-75.1652215,39.9525839
campbar01,-74.271992,40.7299793
campbbr01,-87.6297982,41.8781136
campbgi01,-94.6274636,39.114053
campbji01,-122.1430195,37.4418834
campbjo01,-77.0368707,38.9071923
campbpa01,-80.9367148,35.2750345
campbso01,-77.2302555,37.9918023
campofr01,-82.345189,23.0540698
candimi01,-121.2160526,37.7974273
cannich01,-122.2711137,37.8043637
cantrgu01,-96.4344812,34.4825902
cantwbe01,-88.7589488,35.9197885
capripa01,-74.0059413,40.7127837
carawpa01,-98.2212979,32.1793404
cardejo01,-97.7277959,31.1171194
cardele01,-81.5322149,23.0303395
cardobe01,-75.5621309,41.4686924
cardwdo01,-80.244216,36.0998596
careyan01,-122.2711137,37.8043637
careyto02,-74.0323626,40.7439905
carlete01,-98.6036581,31.8973693
carliji01,-86.9248483,33.503995
carlsdo01,-87.6297982,41.8781136
carlycl01,-84.5810418,33.5670562
carlyro01,-84.0043513,34.1206564
carmedu01,-74.0059413,40.7127837
carneed01,-93.2922989,37.2089572
carpebo01,-87.6297982,41.8781136
carpele01,-84.5193754,34.1014873
carpifr01,-73.9441579,40.6781784
carraal01,-66.9511459,10.5004352
carrach01,-66.9511459,10.5004352
carreca01,-117.3136547,34.0739016
carroed01,-76.6121893,39.2903848
carroow01,-74.1454214,40.7684342
carroto01,-73.7889689,40.702677
carsoki01,-117.3136547,34.0739016
carswfr01,-95.6307891,31.7621153
cartear01,-80.7670342,37.9687279
cartebl01,-81.8440011,33.5179148
carteho01,-74.0059413,40.7127837
carteso01,-89.6795084,30.5254692
cartyri01,-69.2996732,18.4720698
carysc01,-85.2649754,41.4414384
casalje01,-73.9441579,40.6781784
cascajo01,-75.1652215,39.9525839
casege01,-74.7429384,40.2170534
caseyhu01,-84.3879824,33.7489954
cashno01,-101.2029082,33.0428767
cassija01,-83.1763145,42.3222599
castege01,-117.3136547,34.0739016
castipe01,-73.6281964,41.0262417
castivi01,-89.5895415,37.9839401
castlfo01,-86.7816016,36.1626638
castlsl01,-86.6699968,36.1625566
catheha01,-87.3125103,36.0533943
caulfja01,-118.2436849,34.0522342
causewa01,-92.637927,32.5232053
cavanjo01,-75.9268747,40.3356483
cavarph01,-87.6297982,41.8781136
ceccaar01,-72.9278835,41.308274
cecilre01,-97.6025319,34.8347959
centepe01,-83.4165715,37.797587
cepedor01,-66.6140616,18.0110768
cervbo01,-96.7430058,41.1925566
chacoel01,-66.9511459,10.5004352
chagnle01,-71.3242331,43.3058983
chakabo01,-82.5514869,35.5950581
chambbi02,-71.1092012,42.1229099
chambcl01,-122.6764816,45.5230622
chambjo01,-122.4194155,37.7749295
chambjo02,-84.3707561,34.9889692
chanded01,-86.6833228,33.6889908
chandsp01,-83.4571057,34.203997
chaplti01,-118.2436849,34.0522342
